,loss,acc
0,1.1680694061146804,0.5383502187156125
1,0.9534193778521073,0.6707670035652072
2,0.8931626801725406,0.6765557173882139
3,0.8778573620509135,0.6816208406571196
4,0.8524171954988571,0.6931982623512941
5,0.8212853911644126,0.6953690318571331
6,0.8163064363723899,0.6989869767781104
7,0.8130125902841129,0.6931982625238112
8,0.8049920845652799,0.6939218520428095
9,0.794633480643398,0.7011577435236764
10,0.7864828373692315,0.6960926184433414
11,0.7808636096555486,0.7011577414534717
12,0.7907661390201055,0.6997105657795576
13,0.7738650447207835,0.69681620735853
14,0.7632588331847736,0.6975397963599772
15,0.7678403506748238,0.6960926205135461
16,0.7603251261234973,0.6982633879491803
17,0.7581745928689816,0.700434152538283
18,0.7532576897037357,0.7004341548672633
19,0.7591614572253138,0.6968162095149933
20,0.7455776598622589,0.699710565520782
21,0.7379028477993095,0.698986976691852
22,0.7433781585886579,0.7018813305411774
23,0.7330734765132844,0.6975397986889575
24,0.7280644099032655,0.6968162076173057
25,0.7272291594062287,0.7011577419710229
26,0.7278681874447724,0.7062228643773434
27,0.7079884805831136,0.7004341522795074
28,0.7078351745902198,0.7033285107867935
29,0.7010936701694549,0.7033285105280179
30,0.7211822633632875,0.7004341547810048
31,0.7020527787733009,0.7047756889622049
32,0.704679855561981,0.7026049215265707
33,0.6951766762823168,0.7062228645498604
34,0.6928245558062441,0.7011577414534717
35,0.6810128826825905,0.707670044709218
36,0.6885199926351501,0.7062228644636019
37,0.6809687417771467,0.706222864808636
38,0.6772960163922455,0.7076700422939792
39,0.6640493853392373,0.7120115786316425
40,0.6689138176989797,0.7170766993127925
41,0.6727395461368146,0.7134587546505907
42,0.6655955386230811,0.7199710555773569
43,0.6658725857562163,0.7098408117135596
44,0.6593879764055895,0.7170766994853096
45,0.6510990138681856,0.7235890006708512
46,0.6535035445962732,0.7286541257511863
47,0.6480225066717731,0.7214182334939926
48,0.6576511432914072,0.7199710577338201
49,0.6420500539836249,0.7206946443200284
50,0.6617587935044693,0.7257597673301587
51,0.6296189733593578,0.7358900136954533
52,0.6369495980991469,0.7337192483300238
53,0.6388031554808665,0.7250361786737456
54,0.6344478326147441,0.730824890685323
55,0.6304530561746633,0.7344428354337833
56,0.6313279826630732,0.7438494946953185
57,0.6322325991652636,0.7416787277772354
58,0.633929202939598,0.7380607805272777
59,0.6175682431709577,0.7496382067068958
60,0.6156735493546802,0.7402315474453607
61,0.608496579523542,0.7409551385170127
62,0.621980177510837,0.7489146151176928
63,0.6229260286960518,0.7380607827699995
64,0.6069986828846801,0.752532562453909
65,0.6173291505676965,0.7503617956220845
66,0.6141627584456018,0.7460202615271428
67,0.6287350922003496,0.7510853821220342
68,0.611530261343364,0.74674385052859
69,0.6082065384915872,0.7510853823808099
70,0.6054186138678909,0.7583212745517449
71,0.5990990853171617,0.7612156286598459
72,0.6056909789742333,0.7496382045504326
73,0.6113269170355349,0.7474674398750714
74,0.6057741735157505,0.7568740964625921
75,0.5970079908322667,0.7691751069856967
76,0.598677170086873,0.7583212724815401
77,0.603056341366554,0.7626628061451891
78,0.6045409132188723,0.7554269166482686
79,0.5970109748598809,0.7575976855502977
